"AA",0.188071505635,0.212082777418,0.214364081482,0.226171035601,0.281023953352,0.269513277774,0.207744059522,0.18320661487,0.193203376572,0.208963862762,0.202392306248,0.222710931993,0.179451613259,0.191858011097,0.180762382468,0.200043595564,
"AS",0.1832886008,0.210297499281,0.283149905123,0.248870793707,0.257083996629,0.199798811399,0.159078661831,0.115815991238,0.108644225819,0.113702742446,0.121465914452,0.130883518349,0.129561038946,0.119562274368,0.163593922234,0.16241336779,
"CO",0.186055424362,0.202409389,0.219270480447,0.257058266454,0.244183059932,0.244750464894,0.2041501716,0.174943892072,0.21423621585,0,0,0,0,0,0,0,
"DH",0.192275875109,0.220297786417,0.197755179791,0,0,0,0,0,0,0,0,0,0,0,0,0,
"MQ",0.194766579812,0.229823551817,0.204596715987,0.246542371402,0.26377166074,0.231656045633,0.19991807949,0.199406832412,0.194507539415,0.159500359302,0.240944380662,0.255644879947,0.205501815837,0,0,0.192541454445,
"HP",0.162329706501,0.22539157595,0.173992812846,0,0,0,0,0,0,0,0,0,0,0,0,0,
"FL",0.21784837412,0.208313340469,0.271653905994,0.243577605252,0.219392078553,0.221347120955,0.231935246505,0.158348202086,0.142028845651,0.120254673133,0.196209299117,0.170048430719,0,0,0,0,
"OO",0.110220007404,0.150172187602,0.155207999165,0.207549958129,0.218112330233,0.185571136631,0.162220059134,0.186669890931,0.182529981,0.16386890617,0.178594065065,0.203944674722,0.183215150114,0.160130179624,0.18214165913,0.182136196552,
"RU",0.193828312316,0.211181306652,0.219572179004,0.245340833946,0,0,0,0,0,0,0,0,0,0,0,0,
"TZ",0.173452710865,0.192114704831,0.174816930785,0.293490460157,0,0,0,0,0,0,0,0,0,0,0,0,
"WN",0.130897942862,0.187393225391,0.182522002174,0.18793145951,0.188593095389,0.182863547781,0.16072731255,0.193166306058,0.174258923249,0.158670273161,0.223704877669,0.254660817464,0.187522338145,0.17746897904,0.197994800834,0.193454986734,
